Num,longitude,latitude
374,-6.363926276,11.72448347
375,-6.1199999,12.07638935
376,-5.6422224,11.43416697
377,-6.003284525,12.13485335
378,-5.933245275,11.66604847
379,-5.69166665,11.53472235
380,-6.010000275,11.3588886
381,-5.5117934,11.26440022
382,-6.198499151,11.22080522
383,-5.7897419,11.5448136
384,-5.93729565,12.00773122
385,-5.6336209,11.21047497
386,-5.61027765,11.43805597
387,-5.7211289,11.1146856
388,-6.11526115,11.35751847
389,-6.014043775,11.84860572
390,-5.6650409,11.68813085
391,-6.1369609,11.51226322
392,-5.9982034,11.20943447
393,-6.140277901,12.09861085
394,-5.703040525,12.00884172
395,-5.83470765,11.87838885
396,-5.981353525,11.0344476
397,-6.324722276,11.1911116
398,-6.174240276,11.67744922
399,-5.742499775,11.26777747
400,-5.7461109,11.2352781
401,-5.84083315,11.3400001
402,-6.351366276,11.4244046
403,-5.563993025,11.75623747
404,-6.238698276,11.12037547
405,-5.75472215,11.43055535
406,-5.9527779,11.74833297
407,-6.247777901,11.78722197
408,-6.10888915,11.63638872
409,-6.506593151,11.50627235
410,-6.064166525,11.28861147
411,-5.5986109,11.40750022
412,-6.422694651,11.26578922
413,-6.871627776,13.21270547
414,-6.630000151,13.3158331
415,-6.320418776,12.79166585
416,-6.856107776,12.9680821
417,-6.757319901,12.91615735
418,-6.498889026,13.30972197
419,-6.203991651,13.0802636
420,-6.086515275,13.13157785
421,-6.406547151,12.96404235
422,-6.686591901,13.3261666
423,-6.833588776,13.33467722
424,-6.179444276,13.18055535
425,-6.157493276,13.59151272
426,-6.728572151,14.11141147
427,-5.937287775,13.50625472
428,-5.9641269,13.2490401
429,-6.312778026,13.50111097
430,-5.832970275,13.68718235
431,-5.82134015,13.43063772
432,-6.115607025,13.81516772
433,-6.389028276,13.40699472
434,-5.8708334,13.66361147
435,-5.3835794,13.5732421
436,-5.5168769,13.69785372
437,-5.64188365,13.31861722
438,-6.423467401,13.32184647
439,-6.074983,13.673913
440,-6.502125651,13.2769921
441,-6.208272651,13.92642447
442,-6.215277651,13.42777822
443,-6.280555776,13.31166647
444,-6.509166776,13.38277822
445,-6.00569665,13.7184651
446,-6.300833276,13.4202776
447,-5.8773794,13.7751606
448,-6.347868776,13.2116361
449,-6.598243776,13.41087472
450,-5.99924665,13.58919272
451,-5.855828525,12.81055835
452,-5.4067579,12.84127197
453,-6.02525515,13.0356196
454,-5.56632465,12.9228596
455,-6.238730651,12.90984735
456,-5.37087915,13.17812422
457,-5.567744775,13.0435411
458,-5.550535025,12.96115322
459,-5.50358615,13.0947061
460,-5.30055565,13.1702776
461,-5.85732865,12.94204097
462,-5.3272994,12.76400472
463,-5.499722025,12.85277747
464,-5.5977339,12.8621336
465,-5.94222215,12.9849996
466,-5.835799275,13.1111271
467,-5.322660025,13.0711941
468,-4.593326024,13.5968856
469,-4.946117899,13.14919222
470,-5.1413934,12.86734472
471,-5.112994275,13.04492197
472,-5.105364525,13.18986572
473,-4.718013024,13.4047471
474,-5.054722274,12.87055585
475,-4.894444524,12.91694447
476,-4.978333524,12.75944422
477,-4.925757774,12.83695222
478,-5.043195149,12.66332547
479,-5.1416669,13.24611097
480,-5.2024999,13.03750035
481,-5.040555524,13.20583347
482,-5.054166774,13.12250047
483,-4.859680274,13.49695547
484,-5.135833275,13.56055547
485,-4.779751524,13.2401311
486,-4.908768524,13.06376397
487,-4.980167899,13.5985351
488,-4.583625774,13.40867747
489,-4.809722399,13.3344441
490,-5.041111024,12.72361085
491,-4.825555274,12.84166622
492,-6.0219579,14.6855371
493,-6.02861115,14.7755556
494,-6.020000025,14.23750022
495,-6.002447775,14.41484147
496,-5.553538775,15.27344372
497,-5.9101689,13.89872235
498,-6.068121775,14.03644135
499,-5.978333525,14.37444397
500,-6.1221559,14.73287147
501,-5.928055775,14.42444422
502,-5.9467789,14.32793322
503,-4.365089774,13.11687985
504,-4.673303149,12.8573446
505,-4.445368899,13.5219286
506,-4.273152024,13.2412121
507,-4.149604899,13.49235622
508,-4.362839399,12.78718822
509,-4.464757649,13.01702022
510,-4.403070149,13.69038485
511,-4.613354649,13.06637472
512,-4.206124274,13.82271772
513,-4.677133399,13.13238097
514,-5.605255525,14.0053331
515,-5.15549415,13.59829472
516,-5.5136874,13.95512835
517,-5.68706365,13.87288022
518,-4.966666649,13.84583372
519,-5.521627525,14.14293635
520,-5.24215265,13.71647597
521,-4.996717899,13.82509672
522,-5.2441829,13.87673122
523,-5.27833315,13.59527785
524,-4.047829274,14.70078197
525,-3.975277648,14.82250022
526,-4.232015899,15.01361135
527,-4.060348774,14.61034335
528,-3.892162773,14.94359522
529,-3.787105898,15.3920981
530,-4.429989774,14.4154101
531,-4.069166649,14.6502781
532,-4.599756899,14.27549035
533,-3.948192273,15.26119535
534,-4.084027899,14.40114335
535,-4.091388649,14.5447226
536,-4.279263524,14.22726622
537,-3.789293398,14.1003651
538,-3.354779898,14.94989972
539,-3.545350023,14.39832022
540,-3.260345773,14.77677047
541,-3.423642398,14.89365135
542,-3.652646648,14.35065372
543,-3.434971023,14.30146485
544,-3.057579648,14.72823622
545,-3.416726773,14.70346672
546,-3.509590273,14.67345022
547,-3.814884148,14.7919311
548,-3.177480023,14.73081972
549,-3.226210148,14.6418896
550,-3.444060148,14.34228035
551,-3.952600398,14.2563796
552,-3.945100898,14.49440247
553,-3.308204148,14.47013122
554,-3.271775148,14.6618596
555,-3.486880273,14.43764772
556,-3.912040648,13.9925346
557,-3.393029898,14.56214997
558,-3.368951273,13.6228801
559,-3.624786148,13.7373806
560,-3.618476898,14.02647822
561,-3.633556648,14.13323835
562,-3.442230023,13.81467822
563,-3.603960023,13.81624985
564,-3.828811398,13.38311635
565,-3.751453648,13.84250047
566,-3.767162898,13.50612822
567,-3.501189898,13.86165047
568,-3.708004273,13.61613885
569,-4.429882149,15.16583547
570,-4.075829774,15.34919347
571,-4.211857274,15.51212872
572,-4.219667524,15.67202373
573,-4.610928899,15.4704441
574,-4.049390899,15.62128935
575,-4.466666649,13.6708336
576,-4.509568274,14.00792497
577,-4.315555524,13.93583297
578,-4.398900524,13.96635122
579,-4.490989149,14.22103535
580,-4.394300399,13.79147447
581,-4.819581649,13.88067235
582,-4.635995149,13.67513297
583,-4.568888649,13.95361135
584,-4.653595149,13.90883535
585,-4.599722399,14.32611085
586,-2.640277897,15.10527797
587,-3.487251523,15.12913372
588,-3.011051523,15.10157197
589,-2.919722898,14.87131022
590,-3.371505023,15.63486198
591,-2.750707022,15.2078026
592,-2.222617647,15.0713206
593,-1.700118896,15.27671122
594,-2.687478022,15.0282356
595,-3.235757273,15.32392272
596,-3.004169898,14.98583322
597,-1.948062397,14.67406322
598,-2.847500147,15.02166647
599,-3.162817773,14.84621735
600,-3.108000023,14.6467896
601,-3.055460023,14.30749985
602,-3.005669648,14.13060922
603,-3.080359023,14.58365235
604,-2.245445897,14.4480911
605,-2.739015522,14.31287722
606,-3.221304773,13.91998872
607,-3.371281773,13.9312396
608,-3.301203773,14.2229376
609,-3.358192273,14.12784835
610,-3.081958523,14.39829485
611,-3.272640023,14.08693022
612,-2.134427897,14.27576485
613,-3.172380023,14.27861972
614,-5.020555524,14.13833335
615,-4.955589649,14.34565647
616,-4.774713899,14.60853185
617,-5.254384275,14.8233516
618,-4.855000024,14.5461111
619,-4.866944274,14.39416697
620,-4.549828274,14.4185541
621,-4.882271399,14.53290435
622,-4.673255899,14.55877735
623,-4.593688274,14.91473122
624,-3.047777898,16.65694423
625,-2.525245272,16.83747723
626,-2.851518272,16.68635235
627,-2.683671397,16.61434598
628,-2.997222148,17.05416685
629,-3.374444523,16.3791676
630,-3.460814023,16.05457148
631,-3.333600023,16.36669923
632,-3.132061773,16.45956048
633,-3.180833398,16.5069446
634,-3.245689023,16.2205276
635,-3.246399273,16.3485196
636,-3.475824523,16.36718085
637,-3.235748773,16.0872651
638,-3.324770023,16.25542073
639,-3.636850648,16.1290181
640,-3.299999898,16.3999996
641,-4.154650274,16.65413098
642,-5.135000275,16.39361185
643,-3.733099773,16.7351551
644,-3.372587148,16.57110035
645,-3.619166648,16.42555623
646,-3.633312023,16.78005948
647,-4.173699899,16.45809635
648,-3.781230023,16.72314073
649,-3.597292023,16.42201585
650,-3.969734773,16.68710998
651,-4.461007899,16.6024096
652,-3.726019773,16.58739123
653,-4.938826274,16.04078235
654,-4.032143649,16.76650735
655,-3.749238273,16.1313181
656,-2.786237647,15.84738323
657,-1.751221646,16.9463691
658,-1.287793146,15.8169046
659,-2.445277647,16.75583273
660,-2.670833397,16.07555585
661,-2.156111022,15.64333348
662,-1.263611021,16.0877781
663,-2.363658397,16.74973923
664,-3.595891273,16.04207998
665,-4.642048649,15.7251881
666,-3.699188648,15.82029885
667,-3.864635148,15.7836251
668,-4.909793024,15.70741585
669,-3.716127898,15.65645323
670,-4.322105649,15.84325985
671,0.29771098,16.3411296
672,0.131412105,15.98857285
673,-0.03220502,16.19078173
674,-0.48465427,15.52819785
675,-0.07519502,16.50458135
676,0.412284106,16.66201273
677,0.328968481,15.8123366
678,0.710761731,15.46990485
679,0.721302106,15.18162747
680,1.518052107,16.52497698
681,0.306820481,15.22117022
682,0.890555606,15.57999997
683,-1.401399021,17.02947785
684,-0.258611145,16.71472173
685,0.05660248,17.45340435
686,-0.955698271,16.99522548
687,3.022724233,15.42345297
688,3.157771483,15.9389756
689,2.424454107,16.61402798
690,0.603066981,18.04258773
691,2.249800232,20.02945685
692,2.866094608,19.96435235
693,0.855154106,19.44677873
694,1.191142856,18.76423648
695,-0.50049377,19.24760573
696,-7.954554277,12.66828197
697,-7.970643902,12.66853197
698,-8.030122652,12.65097022
699,-8.005093152,12.5975051
700,-7.961544152,12.60251572
